;Région;agence_1;agence_2;Support;Solde;Solde confirmé ?;Date Solde
1966;SUD OUEST;PRIMEVER PROVENCE CHATEAURENARD;SATAR MOISSAC;PAL EUROPE;109;Oui;2024-04-30
1967;SUD OUEST;PRIMEVER TOULOUSE;SATAR MOISSAC;PAL EUROPE;1032;Non;2023-10-31
1968;SUD OUEST;PRIMEVER TOURS;SATAR MOISSAC;PAL EUROPE;0;Oui;2022-12-31
1969;SUD OUEST;PRIMEVER VDR CHATEAUNEUF SUR ISERE;SATAR MOISSAC;PAL EUROPE;-31;Oui;2023-11-30
1970;SUD OUEST;PTI AGEN;SATAR MOISSAC;PAL EUROPE;1063;Non;2023-12-31
1971;SUD OUEST;PTI AGEN;SATAR MOISSAC;PAL EUROPE;0;Non;2024-01-31
1972;SUD OUEST;PTSO MOISSAC;SATAR MOISSAC;PAL EUROPE;246;Non;2023-03-31
1973;SUD OUEST;SATAR AGEN LOGISTIQUE;SATAR MOISSAC;PAL EUROPE;3217;Non;2023-10-31
1974;SUD OUEST;SATAR AGEN PRIMEUR;SATAR MOISSAC;PAL EUROPE;400;Non;2023-07-31
1975;SUD OUEST;SATAR BORDEAUX;SATAR MOISSAC;PAL EUROPE;144;Non;2023-03-31
1976;SUD OUEST;SATAR SAMAZAN;SATAR MOISSAC;PAL EUROPE;-94;Non;2024-03-31
1977;SUD OUEST;TMF BEZIERS;SATAR MOISSAC;PAL EUROPE;78;Non;2024-01-31
1978;SUD OUEST;TMF ESTILLAC;SATAR MOISSAC;PAL EUROPE;29;Non;2023-07-31
1979;SUD OUEST;TRAFIBA ST GEOURS DE MAREMME;SATAR MOISSAC;PAL EUROPE;0;Oui;2022-12-31
1980;SUD OUEST;GUIDEZ MONCHY LE PREUX;SATAR SAMAZAN;PAL DUSS;42;Non;2024-01-31
1981;SUD OUEST;PRIMEVER EUROPE AGEN;SATAR SAMAZAN;PAL DUSS;0;Oui;2023-09-30
1982;SUD OUEST;PRIMEVER IDF RUNGIS (GST);SATAR SAMAZAN;PAL DUSS;139;Non;2023-09-30
1983;SUD OUEST;PRIMEVER LIMOUSIN DONZENAC;SATAR SAMAZAN;PAL DUSS;1;Non;2022-12-28
1984;SUD OUEST;PRIMEVER PERPIGNAN 1;SATAR SAMAZAN;PAL DUSS;0;Oui;2023-08-31
1985;SUD OUEST;PRIMEVER TOURS;SATAR SAMAZAN;PAL DUSS;0;Oui;2022-12-28
1986;SUD OUEST;PTSO MOISSAC;SATAR SAMAZAN;PAL DUSS;5;Non;2023-02-28
1987;SUD OUEST;SATAR AGEN LOGISTIQUE;SATAR SAMAZAN;PAL DUSS;-1842;Non;2023-11-30
1988;SUD OUEST;SATAR AGEN PRIMEUR;SATAR SAMAZAN;PAL DUSS;0;Oui;2023-07-31
1989;SUD OUEST;SATAR BORDEAUX;SATAR SAMAZAN;PAL DUSS;2;Non;2023-11-30
1990;SUD OUEST;SATAR MOISSAC;SATAR SAMAZAN;PAL DUSS;0;Oui;2024-01-31
1991;SUD OUEST;TRAFIBA ST GEOURS DE MAREMME;SATAR SAMAZAN;PAL DUSS;0;Oui;2022-12-31
1992;SUD OUEST;;SATAR SAMAZAN;PAL EUROPE;0;Oui;2022-12-31
1993;SUD OUEST;;SATAR SAMAZAN;PAL EUROPE;70;Non;2023-06-30
1994;SUD OUEST;;SATAR SAMAZAN;PAL EUROPE;-14;Non;2023-07-31
1995;SUD OUEST;GUIDEZ LOG MONCHY ;SATAR SAMAZAN;PAL EUROPE;0;Oui;2023-11-30
1996;SUD OUEST;GUIDEZ MONCHY LE PREUX;SATAR SAMAZAN;PAL EUROPE;409;Non;2024-01-31
1997;SUD OUEST;PATL ALLONNES;SATAR SAMAZAN;PAL EUROPE;-673;Non;2023-11-30
1998;SUD OUEST;PATL REZE;SATAR SAMAZAN;PAL EUROPE;-151;Non;2024-03-31
1999;SUD OUEST;PLM MONTPELLIER;SATAR SAMAZAN;PAL EUROPE;25;Oui;2024-03-31
2000;SUD OUEST;PLM PLAN D'ORGON;SATAR SAMAZAN;PAL EUROPE;558;Non;2023-11-30
2001;SUD OUEST;PRA LYON;SATAR SAMAZAN;PAL EUROPE;-398;Oui;2024-04-30
2002;SUD OUEST;PRIMAVER PERPIGNAN;SATAR SAMAZAN;PAL EUROPE;-165;Non;2024-03-31
2003;SUD OUEST;PRIMEVER EUROPE AGEN;SATAR SAMAZAN;PAL EUROPE;-159;Non;2023-09-30
2004;SUD OUEST;PRIMEVER IDF LOGISTIQUE RUNGIS;SATAR SAMAZAN;PAL EUROPE;55;Non;2023-09-30
2005;SUD OUEST;PRIMEVER IDF LOGISTIQUE RUNGIS;SATAR SAMAZAN;PAL EUROPE;0;Non;2023-10-31
2006;SUD OUEST;PRIMEVER IDF RUNGIS (GST);SATAR SAMAZAN;PAL EUROPE;393;Non;2023-10-31
2007;SUD OUEST;PRIMEVER LIMOUSIN DONZENAC;SATAR SAMAZAN;PAL EUROPE;984;Non;2023-11-01
2008;SUD OUEST;PRIMEVER NORMANDIE ST AMAND;SATAR SAMAZAN;PAL EUROPE;-51;Non;2024-02-29
2009;SUD OUEST;PRIMEVER ORLEANS;SATAR SAMAZAN;PAL EUROPE;132;Non;2023-08-31
2010;SUD OUEST;PRIMEVER PERPIGNAN 1;SATAR SAMAZAN;PAL EUROPE;1231;Non;2023-11-30
2011;SUD OUEST;PRIMEVER PERPIGNAN 5;SATAR SAMAZAN;PAL EUROPE;0;Oui;2022-12-31
2012;SUD OUEST;PRIMEVER PROVENCE CHATEAURENARD;SATAR SAMAZAN;PAL EUROPE;-2079;Non;2024-03-31
2013;SUD OUEST;PRIMEVER TOULOUSE;SATAR SAMAZAN;PAL EUROPE;696;Non;2024-02-29
2014;SUD OUEST;PRIMEVER TOURS;SATAR SAMAZAN;PAL EUROPE;-1;Non;2024-02-29
2015;SUD OUEST;PRIMEVER VDR CHATEAUNEUF SUR ISERE;SATAR SAMAZAN;PAL EUROPE;-489;Non;2024-02-29
2016;SUD OUEST;PTI AGEN;SATAR SAMAZAN;PAL EUROPE;25;Non;2024-02-29
2017;SUD OUEST;PTSO MOISSAC;SATAR SAMAZAN;PAL EUROPE;472;Non;2023-10-31
2018;SUD OUEST;SATAR AGEN LOGISTIQUE;SATAR SAMAZAN;PAL EUROPE;-10897;Non;2023-11-30
2019;SUD OUEST;SATAR AGEN PRIMEUR;SATAR SAMAZAN;PAL EUROPE;-463;Non;2024-03-31
2020;SUD OUEST;SATAR AGEN SIEGE;SATAR SAMAZAN;PAL EUROPE;0;Oui;2022-12-28
2021;SUD OUEST;SATAR BORDEAUX;SATAR SAMAZAN;PAL EUROPE;-1606;Non;2024-02-29
2022;SUD OUEST;SATAR MOISSAC;SATAR SAMAZAN;PAL EUROPE;349;Non;2023-10-31
2023;SUD OUEST;TMF BEZIERS;SATAR SAMAZAN;PAL EUROPE;151;Non;2024-03-31
2024;SUD OUEST;TMF ESTILLAC;SATAR SAMAZAN;PAL EUROPE;951;Non;2024-01-31
2025;SUD OUEST;TMF LE CRES;SATAR SAMAZAN;PAL EUROPE;294;Non;2023-10-31
2026;SUD OUEST;TMF PLAN D'ORGON;SATAR SAMAZAN;PAL EUROPE;441;Non;2023-12-31
2027;SUD OUEST;TMF TOURS;SATAR SAMAZAN;PAL EUROPE;240;Non;2023-10-31
2028;SUD OUEST;TRAFIBA ST GEOURS DE MAREMME;SATAR SAMAZAN;PAL EUROPE;296;Non;2024-02-29
2029;SUD OUEST;PRIMEVER EUROPE AGEN;TRAFIBA ST GEOURS DE MAREMME;PAL EUROPE;-1;Oui;2024-04-30
2030;SUD OUEST;PTI AGEN;TRAFIBA ST GEOURS DE MAREMME;PAL EUROPE;-37;Oui;2024-02-29
2031;SUD OUEST;SATAR BORDEAUX;TRAFIBA ST GEOURS DE MAREMME;PAL EUROPE;-14;Oui;2024-02-29
2032;SUD OUEST;SATAR MOISSAC;TRAFIBA ST GEOURS DE MAREMME;PAL EUROPE;2;Oui;2024-02-29
2033;SUD OUEST;SATAR SAMAZAN;TRAFIBA ST GEOURS DE MAREMME;PAL EUROPE;-255;Oui;2024-04-30
