;Région;agence_1;agence_2;Support;Solde;Solde confirmé ?;Date Solde
911;SUD OUEST;SATAR BORDEAUX;PRIMEVER LIMOUSIN DONZENAC;PAL EUROPE;807;Non;2023-04-30
912;SUD OUEST;SATAR BORDEAUX;PRIMEVER NORMANDIE ST AMAND;PAL EUROPE;217;Non;2024-02-29
913;SUD OUEST;SATAR BORDEAUX;PRIMEVER PERPIGNAN 1;PAL EUROPE;43;Non;2023-10-31
914;SUD OUEST;SATAR BORDEAUX;PRIMEVER PROVENCE CHATEAURENARD;PAL EUROPE;47;Non;2023-04-30
915;SUD OUEST;SATAR BORDEAUX;PRIMEVER TOURS;PAL EUROPE;3;Non;2023-12-31
916;SUD OUEST;SATAR BORDEAUX;PRIMEVER VDR CHATEAUNEUF SUR ISERE;PAL EUROPE;0;Oui;2023-06-30
917;SUD OUEST;SATAR BORDEAUX;PTI AGEN;PAL EUROPE;5;Non;2023-05-31
918;SUD OUEST;SATAR BORDEAUX;PTSO MOISSAC;PAL EUROPE;0;Oui;2024-01-31
919;SUD OUEST;SATAR BORDEAUX;SATAR AGEN PRIMEUR;PAL EUROPE;0;Oui;2023-08-31
920;SUD OUEST;SATAR BORDEAUX;SATAR MOISSAC;PAL EUROPE;17;Non;2024-02-29
921;SUD OUEST;SATAR BORDEAUX;SATAR SAMAZAN;PAL EUROPE;-1616;Oui;2024-04-30
922;SUD OUEST;SATAR BORDEAUX;TMF BEZIERS;PAL EUROPE;54;Non;2024-01-31
923;SUD OUEST;SATAR BORDEAUX;TMF ESTILLAC;PAL EUROPE;0;Oui;2023-03-31
924;SUD OUEST;SATAR BORDEAUX;TMF TOURS;PAL EUROPE;0;Oui;2023-07-31
925;SUD OUEST;SATAR BORDEAUX;TRAFIBA ST GEOURS DE MAREMME;PAL EUROPE;0;Oui;2024-01-31
926;SUD OUEST;SATAR MOISSAC;PATL REZE;PAL DUSS;0;Oui;2022-12-31
927;SUD OUEST;SATAR MOISSAC;PRIMEVER PERPIGNAN 1;PAL DUSS;0;Oui;2023-11-30
928;SUD OUEST;SATAR MOISSAC;PRIMEVER VDR CHATEAUNEUF SUR ISERE;PAL DUSS;0;Oui;2023-08-31
929;SUD OUEST;SATAR MOISSAC;SATAR AGEN LOGISTIQUE;PAL DUSS;-257;Non;2023-10-31
930;SUD OUEST;SATAR MOISSAC;;PAL EUROPE;0;Oui;2022-12-31
931;SUD OUEST;SATAR MOISSAC;FTL LE CRES;PAL EUROPE;-967;Non;2024-03-31
932;SUD OUEST;SATAR MOISSAC;GUIDEZ LOG MONCHY ;PAL EUROPE;0;Oui;2022-12-31
933;SUD OUEST;SATAR MOISSAC;GUIDEZ MONCHY LE PREUX;PAL EUROPE;272;Non;2024-02-29
934;SUD OUEST;SATAR MOISSAC;PATL ALLONNES;PAL EUROPE;38;Non;2023-09-30
935;SUD OUEST;SATAR MOISSAC;PATL REZE;PAL EUROPE;143;Non;2023-12-31
936;SUD OUEST;SATAR MOISSAC;PLM MONTPELLIER;PAL EUROPE;-3;Non;2024-03-31
937;SUD OUEST;SATAR MOISSAC;PLM NICE;PAL EUROPE;-16;Oui;2023-09-30
938;SUD OUEST;SATAR MOISSAC;PLM PLAN D'ORGON;PAL EUROPE;-782;Non;2024-03-31
939;SUD OUEST;SATAR MOISSAC;PRA LYON;PAL EUROPE;0;Oui;2023-12-31
940;SUD OUEST;SATAR MOISSAC;PRIMAVER PERPIGNAN;PAL EUROPE;337;Non;2022-12-31
941;SUD OUEST;SATAR MOISSAC;PRIMEVER EUROPE AGEN;PAL EUROPE;-451;Non;2022-12-31
942;SUD OUEST;SATAR MOISSAC;PRIMEVER IDF LOGISTIQUE RUNGIS;PAL EUROPE;0;Oui;2022-12-31
943;SUD OUEST;SATAR MOISSAC;PRIMEVER IDF LOGISTIQUE RUNGIS;PAL EUROPE;-29;Non;2023-12-31
944;SUD OUEST;SATAR MOISSAC;PRIMEVER IDF RUNGIS (GST);PAL EUROPE;-654;Non;2023-12-31
945;SUD OUEST;SATAR MOISSAC;PRIMEVER LIMOUSIN DONZENAC;PAL EUROPE;833;Non;2023-03-31
946;SUD OUEST;SATAR MOISSAC;PRIMEVER ORLEANS;PAL EUROPE;-81;Non;2023-12-31
947;SUD OUEST;SATAR MOISSAC;PRIMEVER PERPIGNAN 1;PAL EUROPE;48;Non;2023-11-30
948;SUD OUEST;SATAR MOISSAC;PRIMEVER PERPIGNAN 3;PAL EUROPE;0;Oui;2023-03-31
949;SUD OUEST;SATAR MOISSAC;PRIMEVER PROVENCE CHATEAURENARD;PAL EUROPE;-109;Oui;2024-04-30
950;SUD OUEST;SATAR MOISSAC;PRIMEVER TOULOUSE;PAL EUROPE;-1032;Non;2023-10-31
951;SUD OUEST;SATAR MOISSAC;PRIMEVER TOURS;PAL EUROPE;0;Oui;2022-12-31
952;SUD OUEST;SATAR MOISSAC;PRIMEVER VDR CHATEAUNEUF SUR ISERE;PAL EUROPE;31;Oui;2023-11-30
953;SUD OUEST;SATAR MOISSAC;PTI AGEN;PAL EUROPE;-1063;Non;2023-12-31
954;SUD OUEST;SATAR MOISSAC;PTI AGEN;PAL EUROPE;0;Non;2024-01-31
955;SUD OUEST;SATAR MOISSAC;PTSO MOISSAC;PAL EUROPE;-246;Non;2023-03-31
956;SUD OUEST;SATAR MOISSAC;SATAR AGEN LOGISTIQUE;PAL EUROPE;-3217;Non;2023-10-31
957;SUD OUEST;SATAR MOISSAC;SATAR AGEN PRIMEUR;PAL EUROPE;-400;Non;2023-07-31
958;SUD OUEST;SATAR MOISSAC;SATAR BORDEAUX;PAL EUROPE;-144;Non;2023-03-31
959;SUD OUEST;SATAR MOISSAC;SATAR SAMAZAN;PAL EUROPE;94;Non;2024-03-31
960;SUD OUEST;SATAR MOISSAC;TMF BEZIERS;PAL EUROPE;-78;Non;2024-01-31
961;SUD OUEST;SATAR MOISSAC;TMF ESTILLAC;PAL EUROPE;-29;Non;2023-07-31
962;SUD OUEST;SATAR MOISSAC;TRAFIBA ST GEOURS DE MAREMME;PAL EUROPE;0;Oui;2022-12-31
963;SUD OUEST;SATAR SAMAZAN;GUIDEZ MONCHY LE PREUX;PAL DUSS;-42;Non;2024-01-31
964;SUD OUEST;SATAR SAMAZAN;PRIMEVER EUROPE AGEN;PAL DUSS;0;Oui;2023-09-30
965;SUD OUEST;SATAR SAMAZAN;PRIMEVER IDF RUNGIS (GST);PAL DUSS;-139;Non;2023-09-30
966;SUD OUEST;SATAR SAMAZAN;PRIMEVER LIMOUSIN DONZENAC;PAL DUSS;-1;Non;2022-12-28
967;SUD OUEST;SATAR SAMAZAN;PRIMEVER PERPIGNAN 1;PAL DUSS;0;Oui;2023-08-31
968;SUD OUEST;SATAR SAMAZAN;PRIMEVER TOURS;PAL DUSS;0;Oui;2022-12-28
969;SUD OUEST;SATAR SAMAZAN;PTSO MOISSAC;PAL DUSS;-5;Non;2023-02-28
970;SUD OUEST;SATAR SAMAZAN;SATAR AGEN LOGISTIQUE;PAL DUSS;1842;Non;2023-11-30
971;SUD OUEST;SATAR SAMAZAN;SATAR AGEN PRIMEUR;PAL DUSS;0;Oui;2023-07-31
972;SUD OUEST;SATAR SAMAZAN;SATAR BORDEAUX;PAL DUSS;-2;Non;2023-11-30
973;SUD OUEST;SATAR SAMAZAN;SATAR MOISSAC;PAL DUSS;0;Oui;2024-01-31
974;SUD OUEST;SATAR SAMAZAN;TRAFIBA ST GEOURS DE MAREMME;PAL DUSS;0;Oui;2022-12-31
975;SUD OUEST;SATAR SAMAZAN;;PAL EUROPE;0;Oui;2022-12-31
976;SUD OUEST;SATAR SAMAZAN;;PAL EUROPE;-70;Non;2023-06-30
977;SUD OUEST;SATAR SAMAZAN;;PAL EUROPE;14;Non;2023-07-31
978;SUD OUEST;SATAR SAMAZAN;GUIDEZ LOG MONCHY ;PAL EUROPE;0;Oui;2023-11-30
979;SUD OUEST;SATAR SAMAZAN;GUIDEZ MONCHY LE PREUX;PAL EUROPE;-409;Non;2024-01-31
980;SUD OUEST;SATAR SAMAZAN;PATL ALLONNES;PAL EUROPE;673;Non;2023-11-30
981;SUD OUEST;SATAR SAMAZAN;PATL REZE;PAL EUROPE;151;Non;2024-03-31
982;SUD OUEST;SATAR SAMAZAN;PLM MONTPELLIER;PAL EUROPE;-25;Oui;2024-03-31
983;SUD OUEST;SATAR SAMAZAN;PLM PLAN D'ORGON;PAL EUROPE;-558;Non;2023-11-30
984;SUD OUEST;SATAR SAMAZAN;PRA LYON;PAL EUROPE;398;Oui;2024-04-30
985;SUD OUEST;SATAR SAMAZAN;PRIMAVER PERPIGNAN;PAL EUROPE;165;Non;2024-03-31
986;SUD OUEST;SATAR SAMAZAN;PRIMEVER EUROPE AGEN;PAL EUROPE;159;Non;2023-09-30
987;SUD OUEST;SATAR SAMAZAN;PRIMEVER IDF LOGISTIQUE RUNGIS;PAL EUROPE;-55;Non;2023-09-30
988;SUD OUEST;SATAR SAMAZAN;PRIMEVER IDF LOGISTIQUE RUNGIS;PAL EUROPE;0;Non;2023-10-31
989;SUD OUEST;SATAR SAMAZAN;PRIMEVER IDF RUNGIS (GST);PAL EUROPE;-393;Non;2023-10-31
990;SUD OUEST;SATAR SAMAZAN;PRIMEVER LIMOUSIN DONZENAC;PAL EUROPE;-984;Non;2023-11-01
991;SUD OUEST;SATAR SAMAZAN;PRIMEVER NORMANDIE ST AMAND;PAL EUROPE;51;Non;2024-02-29
992;SUD OUEST;SATAR SAMAZAN;PRIMEVER ORLEANS;PAL EUROPE;-132;Non;2023-08-31
993;SUD OUEST;SATAR SAMAZAN;PRIMEVER PERPIGNAN 1;PAL EUROPE;-1231;Non;2023-11-30
994;SUD OUEST;SATAR SAMAZAN;PRIMEVER PERPIGNAN 5;PAL EUROPE;0;Oui;2022-12-31
995;SUD OUEST;SATAR SAMAZAN;PRIMEVER PROVENCE CHATEAURENARD;PAL EUROPE;2079;Non;2024-03-31
996;SUD OUEST;SATAR SAMAZAN;PRIMEVER TOULOUSE;PAL EUROPE;-696;Non;2024-02-29
997;SUD OUEST;SATAR SAMAZAN;PRIMEVER TOURS;PAL EUROPE;1;Non;2024-02-29
998;SUD OUEST;SATAR SAMAZAN;PRIMEVER VDR CHATEAUNEUF SUR ISERE;PAL EUROPE;489;Non;2024-02-29
999;SUD OUEST;SATAR SAMAZAN;PTI AGEN;PAL EUROPE;-25;Non;2024-02-29
1000;SUD OUEST;SATAR SAMAZAN;PTSO MOISSAC;PAL EUROPE;-472;Non;2023-10-31
1001;SUD OUEST;SATAR SAMAZAN;SATAR AGEN LOGISTIQUE;PAL EUROPE;10897;Non;2023-11-30
1002;SUD OUEST;SATAR SAMAZAN;SATAR AGEN PRIMEUR;PAL EUROPE;463;Non;2024-03-31
1003;SUD OUEST;SATAR SAMAZAN;SATAR AGEN SIEGE;PAL EUROPE;0;Oui;2022-12-28
1004;SUD OUEST;SATAR SAMAZAN;SATAR BORDEAUX;PAL EUROPE;1606;Non;2024-02-29
1005;SUD OUEST;SATAR SAMAZAN;SATAR MOISSAC;PAL EUROPE;-349;Non;2023-10-31
1006;SUD OUEST;SATAR SAMAZAN;TMF BEZIERS;PAL EUROPE;-151;Non;2024-03-31
1007;SUD OUEST;SATAR SAMAZAN;TMF ESTILLAC;PAL EUROPE;-951;Non;2024-01-31
1008;SUD OUEST;SATAR SAMAZAN;TMF LE CRES;PAL EUROPE;-294;Non;2023-10-31
1009;SUD OUEST;SATAR SAMAZAN;TMF PLAN D'ORGON;PAL EUROPE;-441;Non;2023-12-31
1010;SUD OUEST;SATAR SAMAZAN;TMF TOURS;PAL EUROPE;-240;Non;2023-10-31
1011;SUD OUEST;SATAR SAMAZAN;TRAFIBA ST GEOURS DE MAREMME;PAL EUROPE;-296;Non;2024-02-29
1012;SUD OUEST;TRAFIBA ST GEOURS DE MAREMME;PRIMEVER EUROPE AGEN;PAL EUROPE;1;Oui;2024-04-30
1013;SUD OUEST;TRAFIBA ST GEOURS DE MAREMME;PTI AGEN;PAL EUROPE;37;Oui;2024-02-29
1014;SUD OUEST;TRAFIBA ST GEOURS DE MAREMME;SATAR BORDEAUX;PAL EUROPE;14;Oui;2024-02-29
1015;SUD OUEST;TRAFIBA ST GEOURS DE MAREMME;SATAR MOISSAC;PAL EUROPE;-2;Oui;2024-02-29
1016;SUD OUEST;TRAFIBA ST GEOURS DE MAREMME;SATAR SAMAZAN;PAL EUROPE;255;Oui;2024-04-30
1017;ATLANTIQUE;GUIDEZ MONCHY LE PREUX;PATL ALLONNES;PAL DUSS;0;Oui;2023-09-02
1018;ATLANTIQUE;PATL REZE;PATL ALLONNES;PAL DUSS;0;Oui;2023-10-29
1019;ATLANTIQUE;PRIMEVER IDF RUNGIS (GST);PATL ALLONNES;PAL DUSS;0;Oui;2023-08-31
1020;ATLANTIQUE;PRIMEVER NORMANDIE ST AMAND;PATL ALLONNES;PAL DUSS;0;Oui;2023-09-02
1021;ATLANTIQUE;PRIMEVER PERPIGNAN 1;PATL ALLONNES;PAL DUSS;0;Oui;2022-12-31
1022;ATLANTIQUE;SATAR AGEN LOGISTIQUE;PATL ALLONNES;PAL DUSS;0;Oui;2023-10-29
1023;ATLANTIQUE;GUIDEZ LOG MONCHY ;PATL ALLONNES;PAL EUROPE;0;Oui;2023-08-31
1024;ATLANTIQUE;GUIDEZ MONCHY LE PREUX;PATL ALLONNES;PAL EUROPE;-484;Non;2024-03-31
1025;ATLANTIQUE;PATL REZE;PATL ALLONNES;PAL EUROPE;-114;Non;2023-11-30
1026;ATLANTIQUE;PLM PLAN D'ORGON;PATL ALLONNES;PAL EUROPE;10;Non;2023-03-31
1027;ATLANTIQUE;PRA FEILLENS;PATL ALLONNES;PAL EUROPE;4;Oui;2023-09-30
1028;ATLANTIQUE;PRA LYON;PATL ALLONNES;PAL EUROPE;-5;Non;2023-09-30
1029;ATLANTIQUE;PRIMAVER (ATD);PATL ALLONNES;PAL EUROPE;95;Non;2023-04-30
1030;ATLANTIQUE;PRIMAVER PERPIGNAN;PATL ALLONNES;PAL EUROPE;28;Oui;2023-04-30
1031;ATLANTIQUE;PRIMEVER EUROPE AGEN;PATL ALLONNES;PAL EUROPE;-377;Non;2023-10-12
1032;ATLANTIQUE;PRIMEVER IDF LOGISTIQUE RUNGIS;PATL ALLONNES;PAL EUROPE;0;Oui;2022-12-31
1033;ATLANTIQUE;PRIMEVER IDF LOGISTIQUE RUNGIS;PATL ALLONNES;PAL EUROPE;4;Non;2023-08-31
1034;ATLANTIQUE;PRIMEVER IDF RUNGIS (GST);PATL ALLONNES;PAL EUROPE;201;Non;2023-11-30
1035;ATLANTIQUE;PRIMEVER LIMOUSIN DONZENAC;PATL ALLONNES;PAL EUROPE;-45;Non;2023-10-31
1036;ATLANTIQUE;PRIMEVER NORMANDIE ST AMAND;PATL ALLONNES;PAL EUROPE;-1514;Non;2023-11-30
1037;ATLANTIQUE;PRIMEVER ORLEANS;PATL ALLONNES;PAL EUROPE;1;Non;2023-11-30
1038;ATLANTIQUE;PRIMEVER PERPIGNAN 1;PATL ALLONNES;PAL EUROPE;389;Non;2023-11-30
1039;ATLANTIQUE;PRIMEVER PROVENCE CHATEAURENARD;PATL ALLONNES;PAL EUROPE;594;Non;2023-11-30
1040;ATLANTIQUE;PRIMEVER TOULOUSE;PATL ALLONNES;PAL EUROPE;72;Non;2023-11-30
1041;ATLANTIQUE;PRIMEVER TOURS;PATL ALLONNES;PAL EUROPE;-299;Non;2023-10-31
1042;ATLANTIQUE;PRIMEVER TROYES;PATL ALLONNES;PAL EUROPE;0;Non;2023-06-30
1043;ATLANTIQUE;PRIMEVER VDR CHATEAUNEUF SUR ISERE;PATL ALLONNES;PAL EUROPE;-3;Oui;2023-08-31
1044;ATLANTIQUE;PTI AGEN;PATL ALLONNES;PAL EUROPE;11;Non;2023-08-31
1045;ATLANTIQUE;PTSO MOISSAC;PATL ALLONNES;PAL EUROPE;0;Oui;2023-04-30
1046;ATLANTIQUE;SATAR AGEN LOGISTIQUE;PATL ALLONNES;PAL EUROPE;-626;Non;2023-10-31
1047;ATLANTIQUE;SATAR AGEN PRIMEUR;PATL ALLONNES;PAL EUROPE;64;Non;2023-10-31
1048;ATLANTIQUE;SATAR BORDEAUX;PATL ALLONNES;PAL EUROPE;259;Non;2023-10-31
1049;ATLANTIQUE;SATAR MOISSAC;PATL ALLONNES;PAL EUROPE;8;Non;2023-09-30
1050;ATLANTIQUE;SATAR SAMAZAN;PATL ALLONNES;PAL EUROPE;676;Non;2023-11-30
1051;ATLANTIQUE;TESSIER PONT SAINT MARTIN;PATL ALLONNES;PAL EUROPE;1;Non;2023-11-30
1052;ATLANTIQUE;TMF BEZIERS;PATL ALLONNES;PAL EUROPE;64;Oui;2023-10-31
1053;ATLANTIQUE;TMF ESTILLAC;PATL ALLONNES;PAL EUROPE;-1;Oui;2023-10-24
1054;ATLANTIQUE;TMF TOURS;PATL ALLONNES;PAL EUROPE;34;Oui;2023-06-30
1055;ATLANTIQUE;PATL ALLONNES;PATL REZE;PAL DUSS;0;Oui;2023-11-30
1056;ATLANTIQUE;PRIMEVER NORMANDIE ST AMAND;PATL REZE;PAL DUSS;0;Oui;2023-12-31
1057;ATLANTIQUE;PRIMEVER PERPIGNAN 1;PATL REZE;PAL DUSS;0;Oui;2022-12-31
1058;ATLANTIQUE;SATAR MOISSAC;PATL REZE;PAL DUSS;0;Oui;2022-12-31
1059;ATLANTIQUE;;PATL REZE;PAL EUROPE;0;Oui;2022-12-31
1060;ATLANTIQUE;GUIDEZ LOG MONCHY ;PATL REZE;PAL EUROPE;0;Oui;2022-12-31
1061;ATLANTIQUE;GUIDEZ MONCHY LE PREUX;PATL REZE;PAL EUROPE;-345;Non;2023-12-31
1062;ATLANTIQUE;PATL ALLONNES;PATL REZE;PAL EUROPE;111;Non;2023-11-30
1063;ATLANTIQUE;PLM MONTPELLIER;PATL REZE;PAL EUROPE;0;Oui;2022-12-31
1064;ATLANTIQUE;PLM PLAN D'ORGON;PATL REZE;PAL EUROPE;14;Oui;2023-09-30
1065;ATLANTIQUE;PRA LYON;PATL REZE;PAL EUROPE;-11;Non;2023-12-31
1066;ATLANTIQUE;PRIMAVER (ATD);PATL REZE;PAL EUROPE;0;Oui;2022-12-31
1067;ATLANTIQUE;PRIMAVER PERPIGNAN;PATL REZE;PAL EUROPE;0;Oui;2022-12-31
1068;ATLANTIQUE;PRIMEVER IDF LOGISTIQUE RUNGIS;PATL REZE;PAL EUROPE;0;Oui;2023-12-31
1069;ATLANTIQUE;PRIMEVER IDF RUNGIS (GST);PATL REZE;PAL EUROPE;20;Non;2023-06-30
1070;ATLANTIQUE;PRIMEVER NORMANDIE ST AMAND;PATL REZE;PAL EUROPE;4206;Non;2023-06-30
1071;ATLANTIQUE;PRIMEVER ORLEANS;PATL REZE;PAL EUROPE;15;Non;2022-12-31
1072;ATLANTIQUE;PRIMEVER PERPIGNAN 1;PATL REZE;PAL EUROPE;-3;Non;2023-11-30
1073;ATLANTIQUE;PRIMEVER PROVENCE CHATEAURENARD;PATL REZE;PAL EUROPE;-64;Non;2024-02-29
1074;ATLANTIQUE;PRIMEVER TOULOUSE;PATL REZE;PAL EUROPE;-2;Non;2022-12-31
1075;ATLANTIQUE;PRIMEVER TOURS;PATL REZE;PAL EUROPE;-187;Non;2023-01-01
1076;ATLANTIQUE;PRIMEVER TROYES;PATL REZE;PAL EUROPE;0;Oui;2022-12-31
1077;ATLANTIQUE;PRIMEVER VDR CHATEAUNEUF SUR ISERE;PATL REZE;PAL EUROPE;-2;Oui;2023-11-30
1078;ATLANTIQUE;PTI AGEN;PATL REZE;PAL EUROPE;-12;Oui;2023-12-31
1079;ATLANTIQUE;SATAR BORDEAUX;PATL REZE;PAL EUROPE;66;Non;2023-12-31
1080;ATLANTIQUE;SATAR MOISSAC;PATL REZE;PAL EUROPE;264;Non;2023-12-31
1081;ATLANTIQUE;SATAR SAMAZAN;PATL REZE;PAL EUROPE;151;Non;2024-03-31
1082;ATLANTIQUE;TESSIER PONT SAINT MARTIN;PATL REZE;PAL EUROPE;218;Non;2023-12-31
1083;ATLANTIQUE;TMF BEZIERS;PATL REZE;PAL EUROPE;-32;Oui;2023-12-31
1084;ATLANTIQUE;TMF ESTILLAC;PATL REZE;PAL EUROPE;-1;Oui;2023-12-31
1085;ATLANTIQUE;GUIDEZ MONCHY LE PREUX;PRIMEVER NORMANDIE ST AMAND;PAL DUSS;0;Oui;2023-05-31
1086;ATLANTIQUE;PATL ALLONNES;PRIMEVER NORMANDIE ST AMAND;PAL DUSS;0;Oui;2023-11-30
1087;ATLANTIQUE;PATL REZE;PRIMEVER NORMANDIE ST AMAND;PAL DUSS;0;Oui;2023-11-30
1088;ATLANTIQUE;PRIMEVER PROVENCE CHATEAURENARD;PRIMEVER NORMANDIE ST AMAND;PAL DUSS;0;Oui;2023-11-30
1089;ATLANTIQUE;GUIDEZ MONCHY LE PREUX;PRIMEVER NORMANDIE ST AMAND;PAL EUROPE;404;Oui;2024-04-30
1090;ATLANTIQUE;PATL ALLONNES;PRIMEVER NORMANDIE ST AMAND;PAL EUROPE;1497;Non;2023-11-30
1091;ATLANTIQUE;PATL REZE;PRIMEVER NORMANDIE ST AMAND;PAL EUROPE;-4248;Non;2023-01-31
1092;ATLANTIQUE;PLM PLAN D'ORGON;PRIMEVER NORMANDIE ST AMAND;PAL EUROPE;26;Oui;2024-04-30
1093;ATLANTIQUE;PRA FEILLENS;PRIMEVER NORMANDIE ST AMAND;PAL EUROPE;68;Oui;2024-04-30
1094;ATLANTIQUE;PRA LYON;PRIMEVER NORMANDIE ST AMAND;PAL EUROPE;63;Oui;2024-04-30
1095;ATLANTIQUE;PRIMEVER IDF LOGISTIQUE RUNGIS;PRIMEVER NORMANDIE ST AMAND;PAL EUROPE;0;Oui;2024-02-29
1096;ATLANTIQUE;PRIMEVER IDF LOGISTIQUE RUNGIS;PRIMEVER NORMANDIE ST AMAND;PAL EUROPE;0;Oui;2024-04-30
1097;ATLANTIQUE;PRIMEVER IDF RUNGIS (GST);PRIMEVER NORMANDIE ST AMAND;PAL EUROPE;3909;Non;2022-12-31
1098;ATLANTIQUE;PRIMEVER PERPIGNAN 1;PRIMEVER NORMANDIE ST AMAND;PAL EUROPE;6;Oui;2024-03-31
1099;ATLANTIQUE;PRIMEVER PROVENCE CHATEAURENARD;PRIMEVER NORMANDIE ST AMAND;PAL EUROPE;-22;Oui;2023-12-07
1100;ATLANTIQUE;PRIMEVER TOURS;PRIMEVER NORMANDIE ST AMAND;PAL EUROPE;0;Oui;2024-02-29
1101;ATLANTIQUE;PRIMEVER TROYES;PRIMEVER NORMANDIE ST AMAND;PAL EUROPE;117;Non;2024-02-29
1102;ATLANTIQUE;SATAR AGEN LOGISTIQUE;PRIMEVER NORMANDIE ST AMAND;PAL EUROPE;0;Oui;2023-11-30
1103;ATLANTIQUE;SATAR AGEN PRIMEUR;PRIMEVER NORMANDIE ST AMAND;PAL EUROPE;201;Non;2023-11-30
1104;ATLANTIQUE;SATAR BORDEAUX;PRIMEVER NORMANDIE ST AMAND;PAL EUROPE;285;Non;2023-11-30
1105;ATLANTIQUE;SATAR SAMAZAN;PRIMEVER NORMANDIE ST AMAND;PAL EUROPE;51;Non;2024-02-29
1106;ATLANTIQUE;TESSIER PONT SAINT MARTIN;PRIMEVER NORMANDIE ST AMAND;PAL EUROPE;28;Oui;2024-03-31
1107;ATLANTIQUE;TMF BEZIERS;PRIMEVER NORMANDIE ST AMAND;PAL EUROPE;-13;Oui;2024-03-31
1108;ATLANTIQUE;TMF TOURS;PRIMEVER NORMANDIE ST AMAND;PAL EUROPE;0;Oui;2024-02-29
1109;ATLANTIQUE;GUIDEZ MONCHY LE PREUX;PRIMEVER TOURS;PAL EUROPE;-18;Non;2023-09-30
1110;ATLANTIQUE;PATL ALLONNES;PRIMEVER TOURS;PAL EUROPE;261;Non;2022-12-31
1111;ATLANTIQUE;PATL REZE;PRIMEVER TOURS;PAL EUROPE;136;Non;2022-12-31
1112;ATLANTIQUE;PRA FEILLENS;PRIMEVER TOURS;PAL EUROPE;0;Oui;2022-12-31
1113;ATLANTIQUE;PRA LYON;PRIMEVER TOURS;PAL EUROPE;41;Non;2022-12-31
1114;ATLANTIQUE;PRIMEVER IDF LOGISTIQUE RUNGIS;PRIMEVER TOURS;PAL EUROPE;0;Oui;2022-12-31
1115;ATLANTIQUE;PRIMEVER IDF RUNGIS (GST);PRIMEVER TOURS;PAL EUROPE;-5;Non;2022-12-31
1116;ATLANTIQUE;PRIMEVER NORMANDIE ST AMAND;PRIMEVER TOURS;PAL EUROPE;0;Non;2022-12-31
1117;ATLANTIQUE;PRIMEVER ORLEANS;PRIMEVER TOURS;PAL EUROPE;403;Non;2022-12-31
1118;ATLANTIQUE;PRIMEVER PERPIGNAN 1;PRIMEVER TOURS;PAL EUROPE;0;Oui;2022-12-31
1119;ATLANTIQUE;PRIMEVER PROVENCE CHATEAURENARD;PRIMEVER TOURS;PAL EUROPE;-245;Non;2023-07-31
1120;ATLANTIQUE;SATAR SAMAZAN;PRIMEVER TOURS;PAL EUROPE;575;Non;2022-12-31
1121;ATLANTIQUE;TESSIER PONT SAINT MARTIN;PRIMEVER TOURS;PAL EUROPE;2680;Non;2023-02-28
1122;ATLANTIQUE;PATL ALLONNES;TESSIER PONT SAINT MARTIN;PAL EUROPE;0;Oui;2024-04-30
1123;ATLANTIQUE;PATL REZE;TESSIER PONT SAINT MARTIN;PAL EUROPE;-203;Oui;2024-04-30
1124;ATLANTIQUE;PRIMEVER IDF LOGISTIQUE RUNGIS;TESSIER PONT SAINT MARTIN;PAL EUROPE;2;Oui;2024-02-29
1125;ATLANTIQUE;PRIMEVER IDF RUNGIS (GST);TESSIER PONT SAINT MARTIN;PAL EUROPE;205;Oui;2024-04-30
1126;ATLANTIQUE;PRIMEVER NORMANDIE ST AMAND;TESSIER PONT SAINT MARTIN;PAL EUROPE;-28;Oui;2024-02-29
1127;ATLANTIQUE;PRIMEVER TOULOUSE;TESSIER PONT SAINT MARTIN;PAL EUROPE;0;Oui;2024-02-29
1128;ATLANTIQUE;PRIMEVER TOURS;TESSIER PONT SAINT MARTIN;PAL EUROPE;-1138;Oui;2024-04-30
1129;ATLANTIQUE;SATAR AGEN PRIMEUR;TESSIER PONT SAINT MARTIN;PAL EUROPE;0;Oui;2024-02-29
1130;EUROPE;PATL ALLONNES;PRIMAVER (ATD);PAL EUROPE;-77;Non;2023-12-31
1131;EUROPE;PATL REZE;PRIMAVER (ATD);PAL EUROPE;0;Oui;2022-12-31
1132;EUROPE;PRIMEVER NORMANDIE ST AMAND;PRIMAVER (ATD);PAL EUROPE;0;Oui;2023-12-31
1133;EUROPE;PRIMEVER PROVENCE CHATEAURENARD;PRIMAVER (ATD);PAL EUROPE;0;Oui;2022-12-31
1134;EUROPE;SATAR BORDEAUX;PRIMAVER (ATD);PAL EUROPE;0;Oui;2023-12-31
1135;EUROPE;PATL ALLONNES;PRIMAVER PERPIGNAN;PAL EUROPE;0;Oui;2023-12-31
1136;EUROPE;PATL REZE;PRIMAVER PERPIGNAN;PAL EUROPE;0;Oui;2022-12-31
1137;EUROPE;PLM MONTPELLIER;PRIMAVER PERPIGNAN;PAL EUROPE;0;Oui;2022-12-31
1138;EUROPE;PRIMEVER PERPIGNAN 1;PRIMAVER PERPIGNAN;PAL EUROPE;2;Non;2023-12-31
1139;EUROPE;PTSO MOISSAC;PRIMAVER PERPIGNAN;PAL EUROPE;0;Oui;2022-12-31
1140;EUROPE;SATAR BORDEAUX;PRIMAVER PERPIGNAN;PAL EUROPE;34;Non;2023-12-31
